"POINT";"DATE";"NB_CAS";"NB_CAPT";"AN";"CANTO";"mois";"espece"
"2287";4;"1988-09-07";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2297";5;"1988-09-07";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2307";6;"1988-09-07";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"23111";7;"1988-09-07";20;3;1988;"AVANT_DEHORS";"sept";"homard"
"2328";8;"1988-09-07";0;0;1988;"AVANT_DEDANS";"sept";"homard"
"2337";9;"1988-09-07";20;2;1988;"AVANT_DEHORS";"sept";"homard"
"2347";10;"1988-09-07";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2357";11;"1988-09-07";20;2;1988;"AVANT_DEHORS";"sept";"homard"
"2367";12;"1988-09-07";19;1;1988;"AVANT_DEHORS";"sept";"homard"
"2377";13;"1988-09-07";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2387";14;"1988-09-07";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2397";15;"1988-09-07";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2407";16;"1988-09-07";0;0;1988;"AVANT_DEDANS";"sept";"homard"
"24111";1;"1988-09-08";20;2;1988;"AVANT_DEHORS";"sept";"homard"
"2428";2;"1988-09-08";0;0;1988;"AVANT_DEDANS";"sept";"homard"
"2437";3;"1988-09-08";19;2;1988;"AVANT_DEHORS";"sept";"homard"
"2447";4;"1988-09-08";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2457";5;"1988-09-08";18;1;1988;"AVANT_DEHORS";"sept";"homard"
"2467";6;"1988-09-08";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2477";7;"1988-09-08";20;3;1988;"AVANT_DEHORS";"sept";"homard"
"2487";8;"1988-09-08";0;0;1988;"AVANT_DEDANS";"sept";"homard"
"2497";9;"1988-09-08";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2507";10;"1988-09-08";20;2;1988;"AVANT_DEHORS";"sept";"homard"
"25111";11;"1988-09-08";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2528";12;"1988-09-08";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2537";13;"1988-09-08";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2547";14;"1988-09-08";20;1;1988;"AVANT_DEHORS";"sept";"homard"
"2557";15;"1988-09-08";0;0;1988;"AVANT_DEHORS";"sept";"homard"
"2567";16;"1988-09-08";0;0;1988;"AVANT_DEDANS";"sept";"homard"
"2577";1;"1989-09-04";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2587";2;"1989-09-04";20;1;1989;"AVANT_DEDANS";"sept";"homard"
"2597";3;"1989-09-04";19;1;1989;"AVANT_DEHORS";"sept";"homard"
"2607";4;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"26111";5;"1989-09-04";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2628";6;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2637";7;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2647";8;"1989-09-04";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"2657";9;"1989-09-04";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2667";10;"1989-09-04";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2677";11;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2687";12;"1989-09-04";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2697";13;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2707";14;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"27111";15;"1989-09-04";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2728";16;"1989-09-04";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"2737";1;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2747";2;"1989-09-05";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"2757";3;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2767";4;"1989-09-05";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2777";5;"1989-09-05";20;2;1989;"AVANT_DEHORS";"sept";"homard"
"2787";6;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2797";7;"1989-09-05";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2807";8;"1989-09-05";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"28111";9;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2828";10;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2837";11;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2847";12;"1989-09-05";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2857";13;"1989-09-05";20;2;1989;"AVANT_DEHORS";"sept";"homard"
"2867";14;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2877";15;"1989-09-05";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2887";16;"1989-09-05";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"2897";1;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2907";2;"1989-09-06";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"29111";3;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2928";4;"1989-09-06";20;3;1989;"AVANT_DEHORS";"sept";"homard"
"2937";5;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2947";6;"1989-09-06";20;2;1989;"AVANT_DEHORS";"sept";"homard"
"2957";7;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2967";8;"1989-09-06";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"2977";9;"1989-09-06";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"2987";10;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"2997";11;"1989-09-06";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"3007";12;"1989-09-06";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"30111";13;"1989-09-06";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"3028";14;"1989-09-06";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3037";15;"1989-09-06";20;4;1989;"AVANT_DEHORS";"sept";"homard"
"3047";16;"1989-09-06";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"3057";1;"1989-09-07";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3067";2;"1989-09-07";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"3077";3;"1989-09-07";19;1;1989;"AVANT_DEHORS";"sept";"homard"
"3087";4;"1989-09-07";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3097";5;"1989-09-07";20;5;1989;"AVANT_DEHORS";"sept";"homard"
"31011";6;"1989-09-07";20;2;1989;"AVANT_DEHORS";"sept";"homard"
"31111";7;"1989-09-07";20;3;1989;"AVANT_DEHORS";"sept";"homard"
"31210";8;"1989-09-07";20;1;1989;"AVANT_DEDANS";"sept";"homard"
"3137";9;"1989-09-07";20;1;1989;"AVANT_DEHORS";"sept";"homard"
"3147";10;"1989-09-07";20;3;1989;"AVANT_DEHORS";"sept";"homard"
"3157";11;"1989-09-07";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3167";12;"1989-09-07";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3177";13;"1989-09-07";0;0;1989;"AVANT_DEHORS";"sept";"homard"
"3187";14;"1989-09-07";20;2;1989;"AVANT_DEHORS";"sept";"homard"
"3197";15;"1989-09-07";19;2;1989;"AVANT_DEHORS";"sept";"homard"
"3207";16;"1989-09-07";0;0;1989;"AVANT_DEDANS";"sept";"homard"
"32111";1;"1990-09-03";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3228";2;"1990-09-03";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3237";3;"1990-09-03";19;3;1990;"AVANT_DEHORS";"sept";"homard"
"3247";4;"1990-09-03";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3257";5;"1990-09-03";20;5;1990;"AVANT_DEHORS";"sept";"homard"
"3267";6;"1990-09-03";17;1;1990;"AVANT_DEHORS";"sept";"homard"
"3277";7;"1990-09-03";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3287";8;"1990-09-03";20;1;1990;"AVANT_DEDANS";"sept";"homard"
"3297";9;"1990-09-03";20;5;1990;"AVANT_DEHORS";"sept";"homard"
"3307";10;"1990-09-03";20;3;1990;"AVANT_DEHORS";"sept";"homard"
"33111";11;"1990-09-03";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3328";12;"1990-09-03";20;1;1990;"AVANT_DEHORS";"sept";"homard"
"3337";13;"1990-09-03";20;1;1990;"AVANT_DEHORS";"sept";"homard"
"3347";14;"1990-09-03";20;9;1990;"AVANT_DEHORS";"sept";"homard"
"3357";15;"1990-09-03";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3367";16;"1990-09-03";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3377";1;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3387";2;"1990-09-04";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3397";3;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3407";4;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"34111";5;"1990-09-04";20;4;1990;"AVANT_DEHORS";"sept";"homard"
"3428";6;"1990-09-04";17;3;1990;"AVANT_DEHORS";"sept";"homard"
"3437";7;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3447";8;"1990-09-04";20;1;1990;"AVANT_DEDANS";"sept";"homard"
"3457";9;"1990-09-04";20;3;1990;"AVANT_DEHORS";"sept";"homard"
"3467";10;"1990-09-04";20;3;1990;"AVANT_DEHORS";"sept";"homard"
"3477";11;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3487";12;"1990-09-04";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3497";13;"1990-09-04";20;1;1990;"AVANT_DEHORS";"sept";"homard"
"3507";14;"1990-09-04";19;1;1990;"AVANT_DEHORS";"sept";"homard"
"35111";15;"1990-09-04";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3528";16;"1990-09-04";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3537";1;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3547";2;"1990-09-05";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3557";3;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3567";4;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3577";5;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3587";6;"1990-09-05";17;3;1990;"AVANT_DEHORS";"sept";"homard"
"3597";7;"1990-09-05";20;1;1990;"AVANT_DEHORS";"sept";"homard"
"3607";8;"1990-09-05";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"36111";9;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3628";10;"1990-09-05";20;5;1990;"AVANT_DEHORS";"sept";"homard"
"3637";11;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3647";12;"1990-09-05";20;1;1990;"AVANT_DEHORS";"sept";"homard"
"3657";13;"1990-09-05";0;0;1990;"AVANT_DEHORS";"sept";"homard"
"3667";14;"1990-09-05";19;3;1990;"AVANT_DEHORS";"sept";"homard"
"3677";15;"1990-09-05";20;2;1990;"AVANT_DEHORS";"sept";"homard"
"3687";16;"1990-09-05";0;0;1990;"AVANT_DEDANS";"sept";"homard"
"3697";1;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3707";2;"1991-09-16";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"37111";3;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3728";4;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3737";5;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3747";6;"1991-09-16";19;2;1991;"AVANT_DEHORS";"sept";"homard"
"3757";7;"1991-09-16";19;1;1991;"AVANT_DEHORS";"sept";"homard"
"3767";8;"1991-09-16";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"3777";9;"1991-09-16";20;4;1991;"AVANT_DEHORS";"sept";"homard"
"3787";10;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3797";11;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3807";12;"1991-09-16";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"38111";13;"1991-09-16";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3828";14;"1991-09-16";20;3;1991;"AVANT_DEHORS";"sept";"homard"
"3837";15;"1991-09-16";19;6;1991;"AVANT_DEHORS";"sept";"homard"
"3847";16;"1991-09-16";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"3857";1;"1991-09-17";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"3867";2;"1991-09-17";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"3877";3;"1991-09-17";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3887";4;"1991-09-17";17;4;1991;"AVANT_DEHORS";"sept";"homard"
"3897";5;"1991-09-17";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3907";6;"1991-09-17";19;2;1991;"AVANT_DEHORS";"sept";"homard"
"39111";7;"1991-09-17";19;3;1991;"AVANT_DEHORS";"sept";"homard"
"3928";8;"1991-09-17";20;2;1991;"AVANT_DEDANS";"sept";"homard"
"3937";9;"1991-09-17";20;6;1991;"AVANT_DEHORS";"sept";"homard"
"3947";10;"1991-09-17";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"3957";11;"1991-09-17";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"3967";12;"1991-09-17";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"3977";13;"1991-09-17";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"3987";14;"1991-09-17";20;7;1991;"AVANT_DEHORS";"sept";"homard"
"3997";15;"1991-09-17";19;2;1991;"AVANT_DEHORS";"sept";"homard"
"4007";16;"1991-09-17";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"40111";1;"1991-09-18";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"4028";2;"1991-09-18";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"4037";3;"1991-09-18";19;2;1991;"AVANT_DEHORS";"sept";"homard"
"4047";4;"1991-09-18";17;1;1991;"AVANT_DEHORS";"sept";"homard"
"4057";5;"1991-09-18";20;7;1991;"AVANT_DEHORS";"sept";"homard"
"4067";6;"1991-09-18";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"4077";7;"1991-09-18";19;6;1991;"AVANT_DEHORS";"sept";"homard"
"4087";8;"1991-09-18";20;1;1991;"AVANT_DEDANS";"sept";"homard"
"4097";9;"1991-09-18";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"41011";10;"1991-09-18";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"41111";11;"1991-09-18";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"41210";12;"1991-09-18";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"4137";13;"1991-09-18";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"4147";14;"1991-09-18";20;4;1991;"AVANT_DEHORS";"sept";"homard"
"4157";15;"1991-09-18";19;1;1991;"AVANT_DEHORS";"sept";"homard"
"4167";16;"1991-09-18";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"4177";1;"1991-09-19";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"4187";2;"1991-09-19";20;1;1991;"AVANT_DEDANS";"sept";"homard"
"4197";3;"1991-09-19";19;8;1991;"AVANT_DEHORS";"sept";"homard"
"4207";4;"1991-09-19";17;2;1991;"AVANT_DEHORS";"sept";"homard"
"42111";5;"1991-09-19";20;13;1991;"AVANT_DEHORS";"sept";"homard"
"4228";6;"1991-09-19";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"4237";7;"1991-09-19";19;3;1991;"AVANT_DEHORS";"sept";"homard"
"4247";8;"1991-09-19";20;4;1991;"AVANT_DEDANS";"sept";"homard"
"4257";9;"1991-09-19";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"4267";10;"1991-09-19";20;2;1991;"AVANT_DEHORS";"sept";"homard"
"4277";11;"1991-09-19";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"4287";12;"1991-09-19";20;1;1991;"AVANT_DEHORS";"sept";"homard"
"4297";13;"1991-09-19";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"4307";14;"1991-09-19";20;3;1991;"AVANT_DEHORS";"sept";"homard"
"43111";15;"1991-09-19";0;0;1991;"AVANT_DEHORS";"sept";"homard"
"4328";16;"1991-09-19";0;0;1991;"AVANT_DEDANS";"sept";"homard"
"4337";1;"1992-09-21";20;3;1992;"AVANT_DEHORS";"sept";"homard"
"4347";2;"1992-09-21";20;2;1992;"AVANT_DEDANS";"sept";"homard"
"4357";3;"1992-09-21";20;3;1992;"AVANT_DEHORS";"sept";"homard"
"4367";4;"1992-09-21";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4377";5;"1992-09-21";20;4;1992;"AVANT_DEHORS";"sept";"homard"
"4387";6;"1992-09-21";20;7;1992;"AVANT_DEHORS";"sept";"homard"
"4397";7;"1992-09-21";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4407";8;"1992-09-21";20;7;1992;"AVANT_DEDANS";"sept";"homard"
"44111";9;"1992-09-21";20;2;1992;"AVANT_DEHORS";"sept";"homard"
"4428";10;"1992-09-21";20;1;1992;"AVANT_DEHORS";"sept";"homard"
"4437";11;"1992-09-21";20;5;1992;"AVANT_DEHORS";"sept";"homard"
"4447";12;"1992-09-21";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4457";13;"1992-09-21";20;2;1992;"AVANT_DEHORS";"sept";"homard"
"4467";14;"1992-09-21";20;2;1992;"AVANT_DEHORS";"sept";"homard"
"4477";15;"1992-09-21";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4487";16;"1992-09-21";0;0;1992;"AVANT_DEDANS";"sept";"homard"
"4497";1;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4507";2;"1992-09-22";20;2;1992;"AVANT_DEDANS";"sept";"homard"
"45111";3;"1992-09-22";20;5;1992;"AVANT_DEHORS";"sept";"homard"
"4528";4;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4537";5;"1992-09-22";20;3;1992;"AVANT_DEHORS";"sept";"homard"
"4547";6;"1992-09-22";20;1;1992;"AVANT_DEHORS";"sept";"homard"
"4557";7;"1992-09-22";20;1;1992;"AVANT_DEHORS";"sept";"homard"
"4567";8;"1992-09-22";20;1;1992;"AVANT_DEDANS";"sept";"homard"
"4577";9;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4587";10;"1992-09-22";20;2;1992;"AVANT_DEHORS";"sept";"homard"
"4597";11;"1992-09-22";20;5;1992;"AVANT_DEHORS";"sept";"homard"
"4607";12;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"46111";13;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4628";14;"1992-09-22";20;2;1992;"AVANT_DEHORS";"sept";"homard"
"4637";15;"1992-09-22";0;0;1992;"AVANT_DEHORS";"sept";"homard"
"4647";16;"1992-09-22";0;0;1992;"AVANT_DEDANS";"sept";"homard"
"4657";1;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4667";2;"1993-09-20";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"4677";3;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4687";4;"1993-09-20";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"4697";5;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4707";6;"1993-09-20";20;3;1993;"AVANT_DEHORS";"sept";"homard"
"47111";7;"1993-09-20";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"4728";8;"1993-09-20";15;2;1993;"AVANT_DEDANS";"sept";"homard"
"4737";9;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4747";10;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4757";11;"1993-09-20";20;2;1993;"AVANT_DEHORS";"sept";"homard"
"4767";12;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4777";13;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4787";14;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4797";15;"1993-09-20";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4807";16;"1993-09-20";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"48111";1;"1993-09-21";20;2;1993;"AVANT_DEHORS";"sept";"homard"
"4828";2;"1993-09-21";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"4837";3;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4847";4;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4857";5;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4867";6;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4877";7;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4887";8;"1993-09-21";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"4897";9;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4907";10;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"49111";11;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4928";12;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4937";13;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4947";14;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4957";15;"1993-09-21";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4967";16;"1993-09-21";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"4977";1;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"4987";2;"1993-09-22";15;2;1993;"AVANT_DEDANS";"sept";"homard"
"4997";3;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5007";4;"1993-09-22";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"50111";5;"1993-09-22";15;6;1993;"AVANT_DEHORS";"sept";"homard"
"5028";6;"1993-09-22";20;6;1993;"AVANT_DEHORS";"sept";"homard"
"5037";7;"1993-09-22";20;2;1993;"AVANT_DEHORS";"sept";"homard"
"5047";8;"1993-09-22";15;2;1993;"AVANT_DEDANS";"sept";"homard"
"5057";9;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5067";10;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5077";11;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5087";12;"1993-09-22";12;1;1993;"AVANT_DEHORS";"sept";"homard"
"5097";13;"1993-09-22";17;2;1993;"AVANT_DEHORS";"sept";"homard"
"51011";14;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"51111";15;"1993-09-22";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"51210";16;"1993-09-22";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"5137";1;"1993-09-23";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"5147";2;"1993-09-23";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"5157";3;"1993-09-23";14;1;1993;"AVANT_DEHORS";"sept";"homard"
"5167";4;"1993-09-23";20;3;1993;"AVANT_DEHORS";"sept";"homard"
"5177";5;"1993-09-23";15;8;1993;"AVANT_DEHORS";"sept";"homard"
"5187";6;"1993-09-23";20;4;1993;"AVANT_DEHORS";"sept";"homard"
"5197";7;"1993-09-23";20;3;1993;"AVANT_DEHORS";"sept";"homard"
"5207";8;"1993-09-23";15;2;1993;"AVANT_DEDANS";"sept";"homard"
"52111";9;"1993-09-23";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5228";10;"1993-09-23";20;2;1993;"AVANT_DEHORS";"sept";"homard"
"5237";11;"1993-09-23";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5247";12;"1993-09-23";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5257";13;"1993-09-23";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5267";14;"1993-09-23";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5277";15;"1993-09-23";20;3;1993;"AVANT_DEHORS";"sept";"homard"
"5287";16;"1993-09-23";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"5297";1;"1993-09-24";20;2;1993;"AVANT_DEHORS";"sept";"homard"
"5307";2;"1993-09-24";15;1;1993;"AVANT_DEDANS";"sept";"homard"
"53111";3;"1993-09-24";14;3;1993;"AVANT_DEHORS";"sept";"homard"
"5328";4;"1993-09-24";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"5337";5;"1993-09-24";15;9;1993;"AVANT_DEHORS";"sept";"homard"
"5347";6;"1993-09-24";20;7;1993;"AVANT_DEHORS";"sept";"homard"
"5357";7;"1993-09-24";20;3;1993;"AVANT_DEHORS";"sept";"homard"
"5367";8;"1993-09-24";15;3;1993;"AVANT_DEDANS";"sept";"homard"
"5377";9;"1993-09-24";15;2;1993;"AVANT_DEHORS";"sept";"homard"
"5387";10;"1993-09-24";20;4;1993;"AVANT_DEHORS";"sept";"homard"
"5397";11;"1993-09-24";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"5407";12;"1993-09-24";15;1;1993;"AVANT_DEHORS";"sept";"homard"
"54111";13;"1993-09-24";20;1;1993;"AVANT_DEHORS";"sept";"homard"
"5428";14;"1993-09-24";0;0;1993;"AVANT_DEHORS";"sept";"homard"
"5437";15;"1993-09-24";20;6;1993;"AVANT_DEHORS";"sept";"homard"
"5447";16;"1993-09-24";0;0;1993;"AVANT_DEDANS";"sept";"homard"
"5457";1;"1994-09-12";12;2;1994;"AVANT_DEHORS";"sept";"homard"
"5467";2;"1994-09-12";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5477";3;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5487";4;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5497";5;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5507";6;"1994-09-12";12;1;1994;"AVANT_DEHORS";"sept";"homard"
"55111";7;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5528";8;"1994-09-12";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5537";9;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5547";10;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5557";11;"1994-09-12";13;2;1994;"AVANT_DEHORS";"sept";"homard"
"5567";12;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5577";13;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5587";14;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5597";15;"1994-09-12";0;0;1994;"AVANT_DEHORS";"sept";"homard"
